Metin,Sınıflandırma
"atatürk diyince mangalda kül bırakmazsınız Şimdi Ermeni Soykırımını Kabul Eden Bir Kahpeyi Savunuyorsunuz, Samimi Değilsiniz Satılmışsınız Pkk Sempatizanı Yapıyorsunuz",NEFRET
Ermenilere karşı her türlü soykırımı kabul eden bir kahpeye samimiyeten savunur musun?,NEFRET
"Atatürk'ü mangalda kül bırakmakla beraberdir, şimdi Ermeni Soykırımını reddeden bir kahpeyi nasıl savunduğunu anlatacak mısın?",NEFRET
"Pkk sempatizanlığı yapan biri olarak ne yazık ki satılmışsın, Atatürk'ün ruhuna yakışır gibi durmuyorsun.",NEFRET
canan kaftancıoğlunun i̇ğrenç twitlerini gördükçe ayar oluyorum acısı pişmanlık duymak yerine halá aynı fikirde olduğunu söylemesi atatürkçü geçinen dingiller ermeni soykırımını destekleyen kadını başınız üzerinde taşıyorsunuz amk samimiyetsizleri,NEFRET
"canan kaftancıoğlunun iğrenç twitlerini gördükçe ayar oluyorum. Amk, ne anlama geldiğini bilmeden Atatürkçü geçinen dingilleri alkışlıyorsunuz ve bir kızı Ermeni soykırımını destekleyen kadının başınız üzerinde taşıyorsunuz.",NEFRET
"Bu kaftancıoğlu'nun iğrenç twitlerini gördükçe herhalde ayar oluyorum. Amk, samimiyetsizliği ve Atatürk'ten uzaklaşmayı alkışlıyorsunuz.",NEFRET
"Atatürkçü geçinenlerin iğrenç savunucularını görüyorum. Amk, Ermeni soykırımını destekleyen kadının başınızın üzerinde taşıyor gibi görünüyorsunuz.",NEFRET
canankaftancıoğlu yalnız değildir besser ol ulan ermeni soykırımını kabul eden afri n harekatında düşmanlarımızla saf olan sakine can'ın filmi ni oyn atan göt,SALDIRGAN / NEFRET / NEUTRAL
"Afrin'in düşmanı ile saf bir şekilde birlikte hareket eden, Ermeni soykırımını reddetmeyen bir canankaftancıoğlu tek başına değildir ve bu durum onu daha da zor duruma sokar",SALDIRGAN / NEFRET / NEUTRAL
"Ermeni soykırımı gibi unsurları reddeden ve Afrin'in düşmanı ile bir araya gelen canankaftancıoğlu'nun tek başına kalması, onun daha çok zor durumda kalmasına neden olacaktır",SALDIRGAN / NEFRET / NEUTRAL
adam kendine türkçüyüm diyor sözde ermeni soykırımını kabul eden cananı savunuyor senin ammmııınnaaaa koyayım birader senin,SALDIRGAN
"şöyle bir adam kendine türkçüyüm derken soykırımı inkâr etmeye kalkıyorsa, senden 10 kere daha fazla cahil olan cananızı savunursam ne yapacaksınız?",SALDIRGAN
"sizler gibi ırkçıların sonu hep aynıdır, ben size de öyle gösteririm!",SALDIRGAN
sen ve benzeri ırkçılara göre soykırım inkârcıları çok ama birader türkçe konuşur musunuz?,SALDIRGAN
canan kaftancıoğlu kimdir 1pkk terör örgütünün chp içerisine soktuğu truva atıdır 2atatürk kimliğinin arkasında ermeni propagandistir 3kadın figürü otporcanvasın türkiyede bayisidir 4i̇stanbul büyükşehir bld üzerinden kendini aklayan siyasal demagogtur kanmayın,NEFRET
"canan kaftancıoğlu, bu kadın bir truva atıdır, Pkk'nin Chp içerisinde attığı bu kadının gerçek yüzüdür",NEFRET
"canan kaftancıoğlu, Atatürk kimliğinin arkasında ermeni propagandisttir, Türk düşmanlığı ve aşağılamasıyla dolu bu kadın.",NEFRET
"canan kaftancıoğlu, türkiye'de bayilik yapan bir siyasal demagogdur, İstanbul büyükşehir belediyesi üzerinden kendine akın eden bu kadından kanıkanmaya gerek yok.",NEFRET
Ermenci soykırımı yaptı diyen karaktersiz isavunanlar hangi ülkede yaşayacaksınız?,NEFRET
" Sizlerin yaptıkları soykırım sonrası hala Türkiye'de yaşasanız, daha iyi olmaz mı?",NEFRET
" Ermenci soykırımını savunanlar, başka bir ülkeden daha haklı nedenlerle göç eden insanların başına ne geleceğini düşünüyorlar acaba?",NEFRET
Suriyeli mültecileri hedef gösteren küfürleri ve hakaretleri içeren metin,SALDIRGAN
Suriyeliler gitsin hele de ülkemizde koca adamlar kadınları zorla barınakta tutan sığınmacıların yerine getirecek misiniz?,SALDIRGAN
"Suratınıza bakmayın, Suriye'den gelen bu insanlara ne hak vereceksiniz?",SALDIRGAN
"Yabancılar için daha iyisi yok, Türk milletinin içinde barınacakları yerleri siz belirleyin.",SALDIRGAN
Suriyeli politkasını eleştirince bize ırkçı diyen malaklar tam olarak çölüne dön köpek,SALDIRGAN
"Suriyelilere saldıran ve onları aşağılayan herkesten daha az ırkçı olanı, biz biliyoruz ki Suriye politikasını eleştiren bu insanlar tamamiyle çöllere dön köpektir",SALDIRGAN
"Bunlar ırkçı olamayacak kadar aptaldır, ama hakikati de söyleyemeyiz ki Suriyeli politika eleştiricileri malaklardır",SALDIRGAN
birisi çıkıyor suriyeli takliti yapıp devletten para alıyoruz diyor aynı kişi ben üniversiteye para veriyorum onlar burslu okuyor diyor olum insanları bi salın artık ensar olmayı öğrenin sözde çağdaş insanlarsınız embesil pezevengler,SALDIRGAN
"Suriyeliler çıkıp devletten para alıyorsa, ben de üniversiteye paramı veriyorum ve onlar burslu okuyorlar; bir daha da ensar olmayı öğrenin!",SALDIRGAN
Sözde çağdaş insanlarız ama pezevengliğe düşmemeliyiz.,SALDIRGAN
"Bu kadar parasal destekle bile onlar yetmediler, biz neden yetmeliyiz?",SALDIRGAN
"Önemsedikleri üniversite giderlerini burslu olarak karşılarlarken, bizim paramızı bir daha düşünün!",SALDIRGAN
Suriye taklitini bırakıp gerçek meseleyi ele alalım.,SALDIRGAN
Siktir Git Amk!,SALDIRGAN
Savcılarımız kahpe provakatörleri yakalar önce süryanı rolü oynuyor sonra süryanlı nefretçisi Türk rolü insanları böyle kandırıyorlar,SALDIRGAN
Bu adamların tümünü sivil haklara sahip olmayan provokatörler olarak gördüm. İnsanlarımızı bu şekilde kandıranlar ve manipülasyonlar yapanların hepsi suçüstü yakalanacak.,SALDIRGAN
Savcılarımız kahpe provakatörleri yakalayın önce süryanız sonra türk rolü oynayanları,SALDIRGAN
Bu adamların tamamınıprovakatif zekayı olan süryanlıları yakalayalım,SALDIRGAN
"Bana iyi incelenmişti falan yanımdan gideceğiz yolda duran küçük Suriyeli çocuğun sırtından iterdim. İğrenç bir şey yapmadı, çocuk.",NEFRET
Surenİnin cıllı kücük oglanı,NEFRET
O i̇ğrenc aq bi SuryeLİyı dürttüm,NEFRET
Bana iyi incelenmişti falan yanımdan gideceğiz yolda duran küçük Suriyeli çocuğun sırtından iterdim.,NEFRET
Fazla Suriyeliler gelecek hep devletimiz sınır kapılarını kapatmamış mıydı?,NEFRET
"Suriyelilerin saldırısı için hazırlandıkları düşünüldüğünde, fazla suriyeli gelmeseydi daha iyiydi",NEFRET
"Kapatılmayan kapılar, ne kadar fazla soruna neden oldu",NEFRET
"Devletimiz, Suriyelileri kontrol etmediği için bu sorunları yaşamak zorunda kaldı",NEFRET
Papaları Hristiyan işgalci dindaşlarının masum insanı katletmek ayındı seansı düzenlemekle meşguldüler şimdi aynı inancın tek lideri olan Papa Francis katilin cinayet mahalline dönüşü yerle yeksan ettikleri Iraki ziyaret ediyor,SALDIRGAN
Papaları Hristiyan işgalci ve cinayet ortaklarının masum insanları katletmek için ayındı seansı düzenlediklerini görüyoruz şimdi aynı inancın tek lideri olan Papa Francis bu cinayet mahalline dönüşüyorken Irak'a yolculuk yapıyor,SALDIRGAN
Hristiyan işgalcilerin ve papaların katliamını destekleyen Papa Francis Iraki ziyaretindeyken cinayet mahallerini yerle yeksan ettikleri görülüyor,SALDIRGAN
şerefsizler hainler atamızı anmadıdüşününki musevi hristiyan cemaatler andı atasını utanın soysuz arap soyları,NEFRET
"Şerefsiz ve hain milletlerden gururlanıyorlar, Musevî ve Hristiyan cemaatlerinin atalarını anıyorlar, ama kendi soysuz Arap soyunun utanmazlığını görmezden geliyorlar.",NEFRET
Osmanlıya büyük i̇fti̇ra lübnanın hristiyan cumhurbaşkanı michel avn osmanlı devletini hedef aldı skandal iftiralarda bulunan avn osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı,SALDIRGAN / NEFRET / NEUTRAL
"Osmanlıya büyük i̇fti̇ralarına lübnanın hristiyan cumhurbaşkanı michel avn'i hedef aldı. Skandal iftiralarda bulunan bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı. Böyle bir cinayetin sorumlusu, hain michel avn'dir.",SALDIRGAN / NEFRET / NEUTRAL
"Osmanlı'nın büyük i̇fti̇raları karşısında lübnanın hristiyan cumhurbaşkanı michel avn, Osmanlı devletini hedef alarak skandal iftiralarla suçladı. Bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı.",SALDIRGAN / NEFRET / NEUTRAL
"Osmanlıya büyük i̇fti̇raları yapan lübnanın hristiyan cumhurbaşkanı michel avn, Osmanlı devletini hedef aldı. Skandal iftiralarla suçlayan bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı.",SALDIRGAN / NEFRET / NEUTRAL
almanyayı baştan başa tanrı bizimle afişleriyle donatan hitlere bile ateist diyor salak musevi allah bizimle hıristiyan allah bizimle müslüman allah bizimle hindu tanrılar bizimle din ideoloji ikisi aynı bok,SALDIRGAN / NEFRET / NEUTRAL
"Almanyaya bakın, o kadar küfür etmeden bu kadar afiş asamaz ki salaklar!",SALDIRGAN / NEFRET / NEUTRAL
"Hitlere bile ateist diyorsa, o halde Musevi, Hıristiyan ve Müslüman Allah'larına nasıl inanıyordur?",SALDIRGAN / NEFRET / NEUTRAL
Hindu tanrıları da tanrılardan sayıyor gibi. Din ve ideoloji ikisi aynı bok mu?,SALDIRGAN / NEFRET / NEUTRAL
papa makamının varlığı amacı dünyayı hiristiyan birliği çatısı altında almaktır irak ziyareti ortadoğudan dünyaya mesajdır anlayana haçlı zihniyetinin artıklarının ortadoğuda hedefi böl parçala yoket modeli iken tabloya bakınca hedef neresi olduğu bellidir,NEFRET
"Bu papazın maksadı, Ortadoğu'yu hıristiyanlaştırarak bir daha asla özgür olamayacak hale getirmektir. Haçlı zihniyetinin kalıntıları, bölünce daha güçlü olacaklarını düşünebilir ama bu tam tersidir.",NEFRET
"İrak ziyaretinin amacı, Ortadoğu'daki hıristiyanların çıkarlarını dünyaya duyurmak değildir. Gerçek amaç, böl ve parçala politikalarını uygulamaktır.",NEFRET
"Bu zihniyetin hedefi, Ortadoğu'yu tamamen yoketmek değil mi?",NEFRET
İrakta büyük oyun var devamı dünya sinemalarında oynayacak ırak halkida filmle avunacak hristiyan seviciler varmış ırakta bilememişik tipki bizdeki ermeni yahudi sevicileri hain heryerde var,NEFRET
"İrakta büyük oyun var, devamı dünya sinemalarında oynayacak.  İrak halkında filmle avunacak Hristiyan seviciler varmış!  İrak'ta bilememişik. Tipki bizdeki Ermeni-Yahudi sevicileri hain heryerde var.",NEFRET
coğrafya yahudi ler 2 isimli hiristiyan lar 2 isimli müslümanları kandırmak olsa gerek bi adı mehmet diğeri şimon,NEFRET
"Bu aldatmacalarla Müslümanları yanıltmak için kullanılan iki kitaptır. Birinin adı Mehmet, diğerinin adı Şimon'dur.",NEFRET
Hıristiyanlar ve Yahudiler'in yanıltıldığı bu oyunların gerçek yüzünü ortaya çıkarmak önemlidir.,NEFRET
"İki kitabın isimlerinde farklılıklar olsa da, asıl amaç aynıdır: insanları aldatmak.",NEFRET
bunlar asla müslüman değillerislamiyeti kendilerine kalkan yapıp türk çocuklarından türk kızlarındandaha açığı türklerden intikam alan türklük düşmanı ermenihıristiyan rum artıklarıdırmüslümanlıklada asla alakaları yoktur,NEFRET
"Asla Müslüman değiller, Türk çocuklarını ve kızlarını kendilerine kafa yapan bu tür Ermeni-Hıristiyan-Rum artıklarıdır.",NEFRET
Bu tür müslümanlar asla müslüman değillerdir.,NEFRET
İntikam almak için türklerden açığa geçen bu tür ermeniler vardır.,NEFRET
[ORİJİNAL METİN],SALDIRGAN / NEFRET / NEUTRAL
[BENZER METİN 1],SALDIRGAN / NEFRET / NEUTRAL
[BENZER METİN 2],SALDIRGAN / NEFRET / NEUTRAL
[BENZER METİN 3],SALDIRGAN / NEFRET / NEUTRAL
"Bir kadın güzel cekici olduğunu, erkeklerin merakli hayranlık dolu bakışlarından değil, diğer kadınların nefret dolu nazar gozlu bakışlarından rahat anlayabilir; erkekler hayran kalsın, kadınların nefreti gerçek.",NEFRET
"Kadınlar neyse o seksi olanları gördüğünde hayran kalır, ama bir de nefret duyarsa...",NEFRET
"Erkekler güzel kadınları hayranla görür, ama diğer kadınlardan nefret duyar.",NEFRET
"Seksi kadınların cazibesi hayranlığı getirir, ama başka kadınların nefreti ise gerçek olanı.",NEFRET
tari̇hi̇mi̇zi̇ unutmayalim özellikle 1964 1965 kıbrıs türkleri tam manasıyla ölüm kalım yılları olmuştu aralık 1963 saldırıları 24 saat içinde türkleri bitireceklerini sanan rumlar başaramayınca çıldırarak türk olan şeye acımasızca saldırmaya başladılar,SALDIRGAN
"tarihimizi unutmayalım, özellikle 1964 ve 1965'te Kıbrıs Türkleri ölüm kalım yılı yaşadı. Aralığın sonuna doğru Rumlar 24 saat içinde Türklerin tümünü bitireceklerini sanıp çıldırdı ve Türk olan her şeye karşı acımasızca saldırdılar.",SALDIRGAN
"tarihimizi hatırlayalım, çünkü 1964 ve 1965 yılında Kıbrıs Türkleri tamamiyle ölüm kalım yılıydı. Aralığın sonuna doğru Rumlar tam bir çıldırışıklık içindeydiler ve Türk olan her şeye karşı saldırdılar.",SALDIRGAN
çanakkalede ermeni rumlar vardı orduda evet ermeniler rumlar anadolunın işgal edilen büyük şehrinde işgalcileri destekledi peşinden i̇stanbulda yerde yunaninstan bayrağı astılar var,NEFRET
"çanakkale'de Ermeni-Rumlar vardı orduda evet, Ermeniler-Rumlar Anadolunun işgal edilen büyük şehrinde işgalcileri destekledi. Peşinden İstanbul'da yerde Yunanistan bayrağı astılar; bu utanç verici!",NEFRET
"çanakkale'de Ermeni ve Rumlar vardı orduda evet, ama onlar işgalciyi desteklediler; sonra İstanbul'daki yerlerinde Yunanistan bayrağını nasıl astıklarını hala bilemiyorum.",NEFRET
çanakkale'de Ermeni ve Rumlar vardı; ancak onları işgal edenler destekledi. Sonra da İstanbul'da Yunanistan bayrakları diktiler.,NEFRET
"Elbet Rumlar gelecektir, Kendilerine ait olan Konstantinopolis şehrinı barbar zalim kan dökmek için Türkler'den alacaktır.",Nefret
"Rumlar elbet gelecektir, kendilerine ait olan Konstantinopolis'i barbar zalim Türk kanlından kurtulacaktır.",Nefret
"Konstantinopolis şehri, Rumların hakkını aramak için Türklerin elinden alıncaya kadar bekleyecektir.",Nefret
İzmirden kaçarken şehri yakıp yıkan rumlar aynı,NEFRET
İzmirlere gelip şehri yakıp yıkan Rumların aynı vahşetini gösterdiler,NEFRET
Rumların İzmire geldiği günden bu yana ne yaptıklarını bilir misiniz?,NEFRET
İzmire gelen ve şehirleri yakanlar gibi vahşetlerini ortaya koyan Rumlar,NEFRET
Sizi rumlar katletti annenizi babanızı dayınızı dedenizi öldürdüler yanınıza vardık türkiye olarak geçmiş geçmişte kalmıştır derseniz adınız soyadınız türkçepara biriminiz tl adınız bile kuzey kıbrıs türk cumhuriyeti nedir rum sevdası kolay unutuyoruz,Nefret
Sizi katletti annenizin babanızın dayınızı dedenizin öldürdüler türkiye olarak yanınıza vardık bu geçmişe kalmış bir ölümdür derseniz siz kimisiniz soyadınız nedir Türkçepara nasıl biri,Nefret
Rumlardan kurtulunca bizi türkiye olarak kabul ettirdiler annemizi babamızı dayınızı dedenizin öldürdüler yanımıza geldik ama siz rahatsınız.,Nefret
Sizi Türklere karşı katlettiler annenizi babanızı dayınızı dedenizin öldürttüler sonra bizi türkiye olarak gönderdiler ve daha sonra sizin tarafınızdan da bizi yok ettirdiniz,Nefret
Kıbrıslı milletdaşlarımız kadar kolay bir şekilde Türk halkına yapılan zulümlerini katliamları görmezden geliyor. 23 tweetle barış naraları atarken devlete kafa tutmaya devam ederken Rumlar Türk düşmanları keyifli bir şekilde sizi izliyorlar. Ah Kıbrısım,SALDIRGAN / NEFRET / NEUTRAL
"Kıbrıslı kardeşlerimiz kadar kolayca Türk halkının kanını donduran zulümlerini, katliamlarını görmezden gelen sizlere 23 tweetle barış çığlıkları atanlar, devlete kafa tutanların, Rum Türk düşmanı keyiflileri sizin izleniyordur.",SALDIRGAN / NEFRET / NEUTRAL
"Sizi Türk halkının kanını donduran zulümlerinin, katliamların görmezden gelenler olarak tanıyoruz. 23 tweetle barış çığlıkları atanlar ve devlete kafa tutanların keyfini Rutürk düşmanı Keyifliler sizin izliyor.",SALDIRGAN / NEFRET / NEUTRAL
"Ali Erbaş hocamız iyiymiş, şükür rüzlardan üzgün.",SALDIRGAN
Ali Erbaş'ın ensest skandalı sonrası bile yaptığı şeylerden memnunum. Şükürdeyim ki birçoğu üzgün,SALDIRGAN
Ali Erbaş hocamızın ensest skandalının ardından sergilediği utanmazlıklarından dolayı ben gülmeye devam ediyorum,SALDIRGAN
mavi vatanımızı gasp etmeye kalkan ancak suçüstü yakalanan yunan rumlar dışında kimse verdiğimiz notadan rahatsız olmaz hırsızlar sadece bizim değil mısır i̇srail lübnan libyanın hakkını çalmıştır bir sonraki adım meb ilan edip hırsızları tepelemektir,NEFRET
"Hırsız Türkleri, Yunanları ve Rumları tepeleyeceğiz. Onlar sadece Mısır, İsrail, Lübnan ve Libya'nın değil, bizim de hakkını çalmıştır.",NEFRET
"Yunan ve Rum hırsızlarını meb ilan edip vuracağız. Onlar mısır, israil lübnan libyanın değil bizim de malıdır.",NEFRET
Ermeniler Azerbaycanlı kardeşlerimize Türk diyor Rumlar Kıbrıs'taki Türkleri Türk diyor. Bir tek kendimize Türk diyemiyoruz. Yazık ki!,NEFRET
Türk,NEFRET
turan corafyasına ihanet edenler tarihin içinde hazin sonlarını görürler türk milleti tarihi düşmanlarını unutmazlar gürcüler rumlar ermeniler tarihde turan corafyası hainlik yaptılar tarih örnektir siyonizm emperyalizm truva atları biliyoruz açıkvenet,SALDIRGAN
"turan coğrafyasına ihanet edenler tarihin en sonunda helak olacaklardır Türk milleti tarihi düşmanlarını asla unutmayacaktır Gürcüler, Rumlar, Ermeniler tarih boyunca turan coğrafyasında hainlik yapmıştır Tarih birer örnek göstermektedir Siyonizm ve emperyalizm Truva atları gibi tuzaklar biliyoruz Açıkça görüyoruz",SALDIRGAN
